File Name,Description
process.table.attack..>,"An excellent analysis of Process Table Denial of Service attacks that can be waged against numerous network services on a variety of different UNIX systems. This is not ""new"" news but the problems still exist and are being widely exploited, so it's time for an updated repost. By Simson L. Garfinkel, Sandstorm Enterprises,"
qwcrash.pl,"Denial of Service attack, coded in perl, against quakeworld servers running under win32. By infected@cia.at."
rainbow.six.bof.txt,"Rainbow Six Multiplayer network game server can be crashed with a buffer overflow in the ""Nick"" field."
realg2freebsd.txt,Memory leak in RealServer G2 causes FreeBSD 3.0-stable to crash/reboot randomly.
reboot.ini-passwds.t..>,REBOOT.INI file created by Microsoft BackOffice 4.0 Setup utility exposes passwords in plaintext.
router-tcpaccess-DoS..>,"Potential Denial of Service attack against wide variety of routers.  Preliminary alert, exploit code included, Cisco and other vendors are investigating.  Discovered by HD Moore."
seagate.backup.exec...>,"Seagate Backup Exec virus scanning software (McAfee) ""accidentally"" deletes ""non-infected"" Visual Basic class files, due to bad signature file from Network Associates."
serve-U.DoS.txt,Buffer overflow in Serve-U FTP software can result in simple Denial of Service attack. Exploit example included.
sl0scan.pl,"sl0scan v0.1 is a spoofer/scanner coded in perl that allows you to portscan remote hosts, hiding the true source of the scans by mixing in decoys (fake hosts). [ED NOTE: Yeah, I know we posted this on the site over a month ago, but miff just posted it to BugTraq, so we are posting it again, with miff's additional comments"
slmail.ntfs.txt,Security hole in SLMail v3.2 or v3.1 with the Remote Administration Service enabled allows anyone to remotely bypass NTFS file system permissions and read any file on the system that hasn't already been locked by another process. By David Litchfield.
slmail3.1.txt,Several Denial of Service attacks exist in SLMail 3.1 due to buffer overflows.  Exploit description included; no fix from vendor yet.  Discovered by eEye Digital Security Team.
smashdu.c,"Digital Unix Buffer Overflow Exploits - Digital Unix 4.0x with the new executable bits on the stack and heap contains numerous remote and local buffer overflows, resulting in remote and local root compromises."
sniffitover.c,Sniffit buffer overflow in all versions results in simple remote Denial of Service attack. Exploit code included.
snplog.bof.txt,Buffer overflow in snplog.
super.bof.txt,"Buffer Overflow in ""Super"" package in Debian Linux may allow local attackers to compromise root access.  By ISS X-Force."
sysklogd.bof.txt,"RedHat sysklogd buffer overflow still exists in any Linux distribution running an old sysklogd package, namely all RedHat versions."
tcp_chorusing.html,"TCP Chorusing in the Windows 9x TCP/IP Stack - Flaws in the Windows 9x TCP/IP Stack can lead to Denial of Service attacks - this issue is not new, but the problems described by Dan Kaminsky in this article are.  By Dan Kaminsky."
tetrix.1.13.16.bof.t..>,Easily exploitable buffer overflow exists in Tetrix 1.13.16.
topdesk.passwd.txt,"Weak password encryption in TOPdesk, simple decryption method described."
tracerouteflood.c,"Flaws in traceroute allow any user (since it's often suided) to use traceroute as a udp, or (only for versions from 1.4) also icmp flooder. Detailed descriptions of problems and exploit code included.  By (fhex) Alfonso De Gregorio."
triactive.passwd.txt,Triactive's Remote Management Software uses poor authentication methods and stores passwords in plaintext.
website.pro.txt,Default configuration of Website Pro 2.0 opens security hole allowing remote attackers to upload new files and overwrite existing files. This is how www.idsoftware.com got hacked this week.
win98explorer.txt,"Buffer overflow in Windows Explorer can lead to Denial of Service attack, and possibly more."
windows-FAT-recursio..>,"Windows FAT Filesystem Advisory: Recursive directory creation can be used as a Denial of Service attack against Windows* servers that allow anonymous FTP upload, and any that allow users to create directories and execute files.  By xm, of Geek Mafia."
windows.backdoors.tx..>,"ISS X-Force advisory concerning Windows backdoors, specifically NetBus 2.0 Pro, Caligula, and Picture.exe. An excellent analysis of the new NetBus 2.0 Pro is included, making this a ""must read"" file."
windows.registry.key..>,"This is nothing new, but is nevertheless a good reminder that Windows registry keys are never deleted, unless you ""hack"" the registry yourself. For details on how to edit your Windows registry, and take care of many of the rest of those ""Windows annoyances"", check out Annoyances.org."
windows98.bof.txt,"More Windows 98 buffer overflows detailed. The interesting thing about these is that it appears that Microsoft software developers define buffer values for each application without consulting one another. In other words, virtually every MS product allocates different amounts of space for buffers!"
windows98.pingflood...>,"ISS X-Force advisory concerning Windows backdoors, specifically NetBus 2.0 Pro, Caligula, and Picture.exe. An excellent analysis of the new NetBus 2.0 Pro is included, making this a ""must read"" file."
word98.mac.txt,"Macintosh version of Microsoft Word '98 includes sensitive material in document files. Specifically, document files created in Word '98 frequently include unrelated data taken from the hard-drive. This data can contain passwords, or other confidential information that is on the hard-drive. 9902-exploits/ws_ftp-DoS.txt	WS_F"
ws_ftp-DoS.txt,
xnec_lpc.c,Linux /usr/bin/lpc (PLP Line Printer Control program) contains buffer overflow with local root compromise.  Exploit code and patch fix included.
xtvscreen.suse6.txt,The Xtvscreen program can be used to overwrite any file on SuSE 6 (and probably other distros and OS's).
zgv.iopl.txt,"The zgv program has yet another security hole that can lead to a root compromise, this time involving the leaking of iopl privileges to child processes."
BEADMIN.ZIP,Exploit source code for Windows NT Screen Saver Vulnerability that allows any local user to add self to admin group. By Cybermedia Software.
BeSysAdm.zip,Demonstration exploit code for the Windows NT Case Sensitivity vulnerability. By Cybermedia Software Private Limited (CSPL).
FPSC-IRCD.txt,"FPSC-IRCD Advisory: bug in all hybrid and other EFnet IRCD versions (possibly others) allows user to effectively ""cloak"" or hide and spy on channels. Exploit description and fix included. By syg of the FPSC @ EFnet."
InetdDoS-spewfing.tg..>,"inetd Denial of Service exploit code, with source spoofing functionality added. By ArchAng3| 0f Death."
ScrnSave.zip,Demo for the Windows NT Screen Saver Vulnerability that allows any local user to add self to admin group. By Cybermedia Software.
Winfreez.c,Winfreez is an exploit that creates an ICMP/Redirect-host message storm that freezes Win9x/NT(sp4) machines. By Delmore.
Winfreeze-sparc.c,Winfreez.c Win9x/NT(sp4) ICMP redirect Denial of Service exploit ported to Solaris sparc platforms.
X11R6.txt,NetBSD (and Linux) X11R6 security vulnerability allows non-privileged user to potentially gain root access. Exploit description included.
baystack.switch.pass..>,Default password 'NetICs' exists in Bay Networks 350T switches (possibly other models too).
cancelex.c,"Buffer overflow in /usr/bin/cancel on Solaris 2.6 x86 platform that can result in root compromise. Exploit code included, no available fix (except upgrade to Solaris 2.7)."
cgichk-11b.c,Yet another CGI exploit scanner. This version includes even more remote CGI vulnerability checks (30 total checks!). This modified and recoded version by su1d sh3ll.
cheyenne.InocuLAN.pa..>,Cheyenne InocuLAN Anti-Virus Agent for Microsoft Exchange stores account name and password in plaintext.
cisco.7xx.tcp.http.t..>,"Cisco 7xx TCP and HTTP vulnerabilities can result in remote Denial of Service attacks, and with default configurations, remote attacker can use the HTTP server to make changes to the router configuration, and/or to gain information about that configuration."
cisco.catalyst.switc..>,Cisco Catalyst LAN switches running Catalyst 5000 supervisor software versions from 1.0 through 2.1(5) are vulnerable to a serious and easily implemented remote Denial of Service attack. Vendor patches available.
conceal.1.3x.txt,ConSeal PC Firewall for Windows NT v1.3 to v1.35 can exit prematurely when run as a system service.
count.cgi.l.c,Linux x86 exploit for Count.cgi.
defeat.solaris.nonex..>,"Excellent, comprehensive paper describing how to defeat Solaris/SPARC Non-Executable Stack Protection. Includes lots of sample code, with exploit code for rdist and lpstat. By horizon."
dip2.c,dip-3.3.7o buffer overflow exploit code for local root compromise. By Stealth.
dushad.c,Exploit code and description of problem involving Digital Unix 4 protected password database; marginally useful for DU4 configurations that use Enhanced Security in conjunction with NIS.
eudora.attachment.bo..>,Eudora 4.x (possibly other versions too) for Windows 95/98/NT contains an easily executable buffer overflow that crashes the Eudora application; an effective Denial of Service attack.
excel.macro.virus.pr..>,"Microsoft Excel Macro Virus Protection can be easily bypassed even with the ""Macro Virus Protection"" option enabled, allowing execution of VBA code without the users knowledge."
exchange.ldap.txt,Buffer overflow in Microsoft Exchange's LDAP (Lightweight Directory Access Protocol) server allows read access to the Exchange server directory by using an LDAP client. Remote arbitrary code execution and Denial of Service attacks possible. Patch available. Discovered by ISS X-Force.
forthack.exe,"Fortres Hacker 1.0 - Just point and click to change the Fortres password and effectively bypass any security. Works on Fortres 4.0, Build 94. By St0rmer."
fortrvlr.exe,Fortres Revealer 1.0 exploits a security hole in Fortres v4.0 that allows any user to easily retrieve Fortres passwords with a simple point and click. Get the necessary runtime files at ftp://ftp.cdrom.com/pub/simtelnet/win95/dll/simvb6-3.zip. By St0rmer.
gma-click.c,"Based on the ""pr0n clicker"" concept, gma-click.c facilitates ""downloading files"" [read: rack up clicks for your pr0n banner] using wingates, random delays, random ""spoofed"" ""User-Agent"" and ""Referrer"" values. Download relevant images as well as html to make the connection look legit. Highly configurable. By GMA."
guideonv1.exe,"Guideon allows you, the user to take control back over your identity. Microsoft Office applications include an identifier called a GUID (Globally Unique Identifier). This identifier is unique to each machine. As a result, any document could be traced back to its original creator. Guideon lets you remove these identifiers f"
hp-ux.ftpd.txt,Security vulnerability during ftp operations on HP9000 Series 7/800 running HP-UX release 11.00 only permits non-privileged user to gain root access. Vendor patch available.
hp-ux.hpterm.txt,Security Vulnerability with hpterm on HP-UX 10.20 allows non-privileged users to gain increased privileges. Vendor patch available.
humpdee2.tar.gz,humpdee2 is a Linux rpc.mountd exploit where the source address of the attacking udp packet is spoofed. This is an improved version of the humpdee2 exploit that we featured last month. By smiler.
icq99a.DoS.txt,"ICQ99a allows users to activate a file/web server, leaving them vulnerable to Denial of Service attacks, and possibly unauthorized intrusions. Could be a Very Bad Thing [tm] in corporate environments."
iis.system.isapi.txt,"ISAPI extension vulnerability in Microsoft IIS allows any local user with CGI access to execute any code as ""SYSTEM"" during the GetExtensionVersion() call."
imail.5.0.txt,Multiple IMail vulnerabilites leave holes for remote attackers to execute Denial of Service attacks against various services. By eEye Digital Security Team.
imail.passwd.txt,Ipswitchs IMail server user passwords use very weak encryption. Description of decryption technique included.
irix.x.server.font.b..>,IRIX v5.3 - v6.5 X server font path buffer overflow vulnerability can lead to remote root compromise. Vendor patch information included.
isapi.sploit.cpp,"Exploit code example for the ISAPI extension vulnerability in Microsoft IIS that permits any local user with CGI access to execute any code as ""SYSTEM"" during the GetExtensionVersion() call."
key.randomness.backf..>,"Cryptographers have discovered that the randomness of the ""keys"" that are used to encode encrypted documents could be their downfall. Although not a ""pressing security advisory"", this should serve as a good wakeup call, and make you think about how you implement security measures in general."
kmem.SuSE.txt,Insecure default permissions on /dev/kmem open potential for remote root compromise. Numerous Linux distributions are vulnerable; vendor recommended solutions included.
lin35.c,"More new exploit code for the tcp flaw found in Linux kernels *. lin35.c allows you to spoof-send the content of files to an ip/port, which do not exceed 2^16-IP_H-TCP_H bytes, using route's Libnet. By scut."
lotus.notes.crypto.t..>,Lotus security advisory concerning a bug in the Lotus Notes Client which causes encrypted email messages to be saved in the sender's mailbox in unencrypted form.
lotus.notes.mail.cry..>,"Encrypted mail sent from the Lotus Notes Client (v4.5, probably others) may traverse the network in the clear and may be stored on the mail server unencrypted. Advisory by Martin Bartosch."
melissa.macro.virus...>,"I am not going to make a habit of posting virus alerts, but this analysis of the fast spreading Melissa virus, including full source code, merits a posting. Excellent job by Nate Lawson of root.org."
ms.exchange.outlook...>,Vulnerabilities in Microsoft Exchange server allow remote attacker to delete user inbox and launch Denial of Service attack with embedded JavaScript.
ms.office.ole.sample..>,"Micrsoft Office/OLE security holes: Does Microsoft know that they are themselves vulnerable though? ""clueserver.microsoft.com"" is a non-existent host??? By MacInTouch."
ms.personal.webserve..>,Microsoft has released a patch for the File Access Vulnerability in Personal Web Server. All relevant details included in file.
ms.smtp.DoS.txt,"Microsoft's SMTP service (v5.5.1877.977.9) launches Denial of Service attacks. No, this is not a joke, either. Read it. You can download consolation patches at Macroshaft."
ms.sql.enterprise.ma..>,Microsoft SQL Enterprise Manager stores usserid and passsword in plaintext.
msie.5.0.cookies.txt,"Microsoft Internet Explorer 5.0 is susceptible to a very simple Denial of Service attack involving cookies. Default security settings open this hole, and there is currently no fix. Other problems with the way that MSIE 5 handles cookies are also discussed."
msie.5.0.javascript...>,"Microsoft just released Internet Explorer 5.0, but apparently forgot to plug many of the JavaScript security holes documented by Georgi Guninski."
msie.5.0.paste.txt,"Microsoft Internet Explorer 5.0 contains the recently discovered clipboard vulnerability, but now ALL HTML <INPUT> boxes, along with DHTML, can be used to grab your clipboard contents. The default clipboard setting for IE5 is also slacker than before."
msie.5.0.setup.wizar..>,"The Microsoft Internet Explorer 5.0 installer (Setup Wizard) disables password protected screen savers and the Task Scheduler Service, effectively disabling whatever security you thought the screen saver afforded you, rendering your PC or workstation completely vulnerable to console-based (local-physical) compromises by an"
msie.5.autocomplete...>,"The ""AutoComplete"" feature? In Microsoft Internet Explorer 5.0 it's a big security risk."
msie.5.dhtml.cuartan..>,"More Microsoft Internet Explorer 5 vulnerabilities! Microsoft Active X control called ""DHTML Edit control Safe for Scripting for IE 5"" contains security holes that allow public access to the clipboard and cross-frame access, among other things. Exploit code examples included.  Discovered by Juan Carlos Garcia Cuartango."
msie.5.previous.inpu..>,"Microsoft Internet Explorer 5 stores usernames, passwords, credit card, and other personal information unencrypted and insecure in dropdown box."
msie.zone.confusion...>,"Microsoft Internet Explorer still does not properly distinguish between sites that belong in the ""Internet Zone"" and sites that belong in the ""Local Intranet Zone""."
mutt.tempfile.race.t..>,tempfile race condition in latest releases of mutt can result in typical symlink attacks.
my_login.c,"A ""patched"" login.c that gives user privileged access and logs other user's passwords. By Stealth."
netbsd.noexec.txt,"Security vulnerability in NetBSD 1.3.3 and prior; NetBSD-current until 19990318 permits local users to execute arbitrary binaries on the system, because the noexec mount flag is not properly handled by non-root mount. Vendor solutions and patches available."
netbsd.umapfs.txt,"NetBSD 1.3.3 and prior, and NetBSD-current until 19990312 contain a security hole in ""umapfs""; Insufficient kernel checking in the umapfs virtual file system allows local users to remap their user id to any other user including the root user. Exploit details, and NetBSD solutions, patches and workarounds included."
netscape.4.5.talkbac..>,"Security hole in Netscape Communicator's 4.5 ""talkback"" function allows any local user to kill processes of any other users if their communicator crashes. Furthermore, a local malicious user can overwrite/create any file that any other user on the system has write access to. Potenial buffer overflow exists too. Vendor and"
netscape.4.51.javasc..>,"Netscape just released Netscape Communicator v4.51, but apparently forgot to patch some serious security holes related to JavaScript and reading your files, cache, and more."
netscape.4.51.url.sn..>,Netscape Communicator 4.51 allows sniffing of URLs from another window. Exploit code and recommended solution included.
netscape.coredump.tx..>,Netscape Navigator 3.x and 4.x for Linux and UNIX contains security vulnerability in which sensitive user information is easily obtainable from core dumps. By echo8.
netscape.find.txt,"Netscape Communicator find() vulnerabilities allow remote attacker to use JavaScript and HTML to read user cache, browse user directories, much more. Exploit code examples and workaround included."
nt.case.symbolic.txt,"Windows NT Case Sensitivity vulnerability allows any non-privileged user to use the permissions on the ""\??"" object directory and to exploit the case sensitivity of object manager and trojan any system executables. Windows NT 3.51, 4.0, and 5.0 are all vulnerable.  No fix."
nt.domain.DoS.txt,Windows NT Domain Denial of Service attack and Security Exploit with SAMBA Server. Detailed descriptions of problems and suggested solutions included.
nt.screensaver.token..>,"Windows NT 3.51+SP*, 4.0+SP*, and 5.0b1-b2 screen saver vulnerability in Winlogon.Exe does not properly check for errors, allowing non-privleged user to gain access to admin group."
nt4+sp4.y2k.txt,Windows NT Service Pack 4 is not Y2K compliant??? You might want to hold off on that network-wide deployment .... or did you already make the mistake?
nt4.index.server.2.0..>,"Microsoft's Index Server 2.0 allows anybody to discover the physical path to directories being indexed, or if a directory found in a network share is being indexed, they can learn the name of the machine on which the share resides and the name of the user account used to access that share on behalf of Index and Internet In"
nt4.java-vm.y2k.txt,The Microsoft Java Virtual Machine that installs with Internet Explorer from the Service Pack 4 CD is NOT Y2K complaint.
openssl-ssleay.bypas..>,"OpenSSL and SSLeay Security Alert - packages that use SSLeay and OpenSSL may suffer from a security problem: under some circumstances, SSL sessions can be reused in a different context from their original one. This may allow access controls based on client certificates to be bypassed. If you are using SSLeay, OpenSSL, Apac"
oracle.8.passwd.txt,Oracle 8.0.3 Enterprise Edition (maybe other versions too?) for Windows NT 4.0 leaves master password in plaintext and world readable with each new database creation.
outlook.addins.passw..>,"Add-in components for Microsoft Outlook such as custom forms or folders, even though supposedly password protected, are left in memory as plaintext."
process.tbl.attcks.t..>,"Mainstream press coverage of the ""Major UNIX Flaw"" referred to as ""process table attacks"" that we have all known about for quite some time. This ZDNN article though includes comments by Simson Garfinkel, Gene Spafford, Steven Bellovin, Bill Earl, and Peter G. Neumann, among others. Good read."
promail.1.21.trojan...>,"ProMail v1.21, an advanced freeware mail program spread through several worldwide distribution networks (SimTel.net, Shareware.com and others), is a trojan. More details will follow as we investigate this matter ourselves. Discovered by Aeon Labs."
receive.c,Demonstration exploit code for the Linux Blind TCP Spoofing Advisory just discovered/released involving Linux kernels <= 2.0.35. Check the files out for details.
sbouncer004b.c,bouncer to user with wingate or socks proxys. By Stok of The c5 Project.
sco-filewiper.sh,SCO OpenServer exploit shell script that allows non-privleged user to erase any file on the system.
sesquipedalian.c,Denial of Service exploit code (and patch) for Linux 2.1.89 - 2.2.3: a zero length fragment bug permits remote attacker to effectively disable a target's IP connectivity. By horizon.
shockwave.7.txt,"Shockwave 7 sends personal user information, including passwords, back to Macromedia. Macromedia, like Intel and Microsoft have responded when confronted with recent similar revelations regarding Big Brotherish privacy invading software/hardware, claims ignorance and promises to release a patch RSN (real soon now)."
smtp.acct.probing.tx..>,SMTP server account probing by Earthonline's GeoList Professional software compromises all common user email accounts.
solaris.7.procfs.dos..>,64 bit Solaris 7 procfs vulnerability allows any non-privileged user to execute local Denial of Service attack. Simple exploit description included.
solaris.write.bof.tx..>,Exploitable buffer overflow exists in all versions of Solaris 2.6 and 2.7 (possibly other Solaris versions too) /usr/bin/write program.
spoofing.tcp.blind.l..>,Linux Blind TCP Spoofing Advisory: An implementation flaw in the Linux TCP/IP stack allows remote attackers to forge TCP connections without predicting sequence numbers and pass data to the application layer before a connection is established. Linux kernels <= 2.0.35 are vulnerable.
testtrack.passwd.dos..>,"Seapine Software's TestTrack bug-tracking software (how ironic!) contains several security vulnerabilities that allow remote attackers to retrieve userids and passwords, and to launch Denial of Service attacks. Exploit descriptions included; no patches or fixes available."
warftpd.170b1.passwd..>,WarFTPD v1.70b1 stores all user passwords in plaintext.
wh0a.c,wu-ftpd v2.4.2-beta18 remote root exploit code. By joey__.
windows.time-date.bu..>,"A Time/Date bug in ALL Windows Operating Systems can prove to be a killer. Read this depressing, yet humorous, advisory. A classic."
wingate.hijack.txt,"More security holes in WinGate software, allowing remote attacker to access victim's email and billing accounts, among other things. By eXXtRemE."
wu-ftp.2.4.2.bin.ftp..>,
wu-ftpd-beta18-root...>,Remote root exploit code for WU-FTPD v2.4.2-academ[BETA-18] for Linux (tested on Red Hat 5.2 x86).
wu-ftpd.bof+patch.tx..>,"An excellent and very detailed thread concerning the wu-ftpd remote buffer overflow / root compromise. Exploit analysis, patches, and information about new releases and hacks of wu-ftpd included."
wu-scan.c,A very quick and dirty wu-ftpd scanner hack that was mailed in by SellOut.
wuscan.c,By 03m0s1s.
xcmail_exp.c,"Remotely exploitable buffer overflow vulnerability in XCmail. Exploit code example included, but script kiddies need not apply."
xfree86.suse.txt,Security hole in xf86-3.3.3-5 permits local attacker to create files with any contents in any directory.
xnec_plot.c,"Linux gnuplot buffer overflow can result in local root compromise. Exploit code, patch, and other recommended fixes included."
yahoo.news.ticker.tx..>,"The installation process of the Yahoo! NEWS TICKER leaves a file name ""install.log"" in the program directory.  The file contains plaintext userid and password. Each yahoo account uses the same password/userid for all parts including auctions, news, my.yahoo, classifieds, and most importantly, email! Discovered by CSB."
ConFusion.zip,"Con Fusion is an extremely user-friendly Win32 program that exploits the security holes found in Cold Fusion web server software. [re:L0pht's Cold Fusion security advisory] By xhostile, cyber-strike inc. I predict lots more web server hacks in the coming weeks.... -- jkw"
FileGuard_308_Holes...>,"Security Holes In FileGuard 3.0.8 file protection software for the MacOS allows anyone with guest account access to gain administrator privileges and access to ALL files. By ProZaq, Macintosh Security R&D."
NT-BSOD.C,"Source code for a simple program that exploits a vulnerability in Wondows NT PE loader, causing a BSOD (Blue Screen Of Death). The program does not need any special privileges to run, and can be hidden easily. Windows NT4 and NT5betaX (any and all patches) vulnerable."
Remote.zip,"Novell Remote.NLM password decryption exploit program, with full source code included. By TheRuiner."
SDI-iss.c,Root compromise exploit code for the Internet Security Systems Internet Scanner buffer overflow. By Sekure SDI and SSC (Sekure SDI Secure Coding Group).
SDI-wu.c,SDI wu-ftpd exploit that allows attacker to execute commands remotely as root user if write access is enabled on the ftp server. By Sekure SDI.
SDI.03-99.iss-scanne..>,Buffer overflow in Internet Security Systems Internet Scanner allows non-privileged local user to gain root access. Exploit code and temporary security recommendations included. By Sekure SDI and SSC (Sekure SDI Secure Coding Group).
Xxploit.c,"Exploit code for local XFree 3.3.3-symlink root compromise. Tested under FreeBSD 3.1, but should work on others too. By Stealthf0rk, of K.A.L.U.G."
adobe.acrobat.netbus..>,"Russ Cooper of NTBugtraq provides the most intriguing corporate trojan/conspiracy/coverup story of the month. This is really simply too far out to believe, but then again, do you trust Adobe and NAI? Whether this is true or not, it damn sure makes for interesting security news, and Russ has done an excellent job researchin"
aixinfod.c,Exploit code for local root compromise of AIX 3.2.x and 4.x via Infod vulnerability. Vendor patch information available.
anonymizers+java+jav..>,"Serious security holes in all of the major anonymous Web surfing services allow web sites to obtain information about users that the anonymizing services are suppose to be hiding. Java, JavaScript, and ActiveX are the culprits. Many proxy and firewall services are vulnerable too. Exploit description and code included. Reco"
anyboard.forum.passw..>,Anyboard web forum contains vulnerablity that allows anybody to retrieve admin login and password.
aol.aim.url.DoS.txt,URL Crash Bug in latest versions of AOL's Instant Messenger provides yet another way to launch Denial of Service attacks against AIM users.
bash.parse.txt,Prompt parsing vulnerability in bash-1.x opens up numerous potential exploits. Suggested fix and patch included.
big.brother.1.09.b-c..>,"Security vulnerability found in Big Brother v1.09b/c System and Network Monitor for UNIX, in which sensitive files can be read via web server. Upgrade to current release or install patch. Vendor information included in advisory."
bmc.patrol.agent.txt,BMC Software's PATROL Management software allows remote attacker to gain administrator access and execute Denial of Service attacks.
bsdi-imapd.c,BSDI IMAP2BIS remote root exploit code.
caldera.coas.shadow...>,All versions of COAS (Caldera Open Administration Tool) previous to coas-1.0-8 may make /etc/shadow world readable. Vendor solutions and upgrade information included.
cfusion.txt,"Security vulnerability in Cold Fusion Application Servers allows remote attacker to download, delete and even upload executable files to a Cold Fusion server via the web interface. Access is not limited to files under the web root. Vendor patch available. By Kevin Klinsky, L0pht Heavy Industries."
cgichk1.2.c,"CGI scanner v1.2 scans web servers for 35 common cgi security holes. 6k. Updated, modified, and recoded by su1d sh3ll."
cgichk1.3.c,"Latest release of the CGI vulnerability scanner, now with checks for 41 common CGI vulnerabilities. By su1d sh3ll."
cgichk2.c,
cgiv3.c,"Updated CGI vulnerability scanner, now with checks for 43 different exploits. By v0rt-fu, ### - undernet."
cisco.packet.leakage..>,"Cisco IOS Software Input Access List leakage with NAT creates vulnerability that may allow users to circumvent network security filters, and therefore security policies. Vendor patches and workarounds available."
coldscan.c,Cold Fusion Application Server vulnerability scanner; see Lopht Cold Fusion Application Server Advisory for details. By hypoclear of lUSt.
crackpipe.c,crackpipe.c is a program that utilizes the linux Ethertap device to tunnel IP's over normal TCP/UDP connections. Being actively developed. By Nigel Metheringham.
csmmail.exploit.c,Exploit code for CSMMail Windows 95/98/NT SMTP Server remote buffer overflow condition. Root compromise. All versions of CSMMail affected; no fix provided or suggested. By _mcp_.
cybercash.cc.txt,"Bad month for e-commerce, eh? The Cybercash shopping cart software, by cybercash.com, exposes customer credit card info and admin passwd and config files in publicly accessible directories."
debian.apache.txt,"The Apache and Boa web server configurations shipped with Debian allows anybody to access web server cofiguration files and docs, and even permits local users to browse through other user's home directories."
du.4.0e.var.perms.tx..>,Digital Unix 4.x contains security hole in /var permissions allowing potential root compromise.
eGroup.mailing.lists..>,eGROUPS mailing list service vulnerability allows anybody to approve messages for moderated mailing lists. Detailed exploit description included.
ebayla.txt,Security hole in EBay's on-line auction web site software allows attacker to completely hijack your account(s). Full exploit description and code included. EBay solution: None (they apparently don't give a damn). Viable solution: stop using EBay.
example.cap,
explpine.c,"Exploit code for Pine 4.xx that allows local attacker to gain elevated, possibly (clueless superuser) root, privileges. By z33d."
favicon.ico.search.t..>,"The Microsoft ""favicon.ico"" bug allows anybody to use search engines to find and access server logs, and subsequently glean information such as passwords included in cgi script URLs in the logs."
fawx.c,"fawx.c is an igmp-8+frag attack for linux, similar to ssping.c, that sends oversized fragmented IGMP packets to a box either making it freeze (WinNT/9x), or lagging it to hell and back. Since most Win32 firewalls dont support IGMP, the attack successfully penetrates most systems, making it much more effective than an ICMP"
ffingerd.txt,"Ffingerd bugs compromise user privacy. Exploit details, patches, and upgrade information included."
flowpoint.adsl.route..>,FlowPoint ADSL routers have a universal default password that allows remote attacker to gain complete control of router if password is not changed.
foolproof.txt,Fooling Foolproof Security: A very good description of how to bypass FoolProof PC/Internet security features. By Nightmare.
frontpage.DoS.txt,Windows FrontPage 98 Server contains another simple Denial of Service attack. Exploit description included. By Zo0mer.
fwtk.gauntlet.random..>,'random seed' security vulnerability in FWTK and Gauntlet allows attacker with shell access to the authsrv host to gain access to any service that authenticates through the 'authsrv' service. Vendor solution included (upgrade to later release).
hhp-SMPS.txt,"SMPS (Server Merchant Payment System) has default permission problems. The improper directory permissions in Cybercashserver/smps* allow full access to all config and database files by anybody. By elaich, hhp."
hhp-WebShop.txt,"Yet another CGI-based ""shopping cart"" program, WebShop, has been discovered that reveals customer credit card information via simple web searches. Basic exploit description included."
hotmail.passwd.trap...>,Several free form data mailer scripts allow attacker to steal Hotmail passwords with a simple javascript-based exploit.
hp-ux.hpterm+ftp.txt,Security Vulnerability with ftp on HP-UX 11.00 and with hpterm on HP-UX 10.20 permits users to gain increased privileges. Vendor patches available.
hp-ux.mc-serviceguar..>,"HP-UX (various versions of 10.x and 11.0) security vulnerabilities in MC/ServiceGuard, MC/LockManager, and Domain Enterprise Server Management System (DESMS) allow users to gain increased privileges. Vendor patch information included."
hp-ux.mpei-x.txt,Security Vulnerability in MPEi/X debug for HP3000 systems allows any user to gain increased privileges. Vendor patches available.
hp.sendmail.8.8.6.Do..>,sendmail 8.8.6 for various HP platforms is vulnerable to simple Denial of Service attacks. Vendor solution/patch details included.
icq.webserver.exploi..>,"Security vulnerabilities in the ICQ99a ICQ-Webserver allows remote attacker to execute Denial of Service attacks, hijack ICQ accounts, and even download any files from Hard Drive, including Registry and password files. Detailed step-by-step descriptions of all exploits included."
icq99.passwd.txt,ICQ stores passwords in plain text? And now you know where too. Find one of the millions of people utilizing the ICQ-Webserver and you can exploit this security hole too. Try the excellent Hacking ICQ-Webservers for Dummies file if you have problems.
icq99.web.server.txt,"Security vulnerability in ICQ99 WebServer allows anybody to access your entire hard drive, including password files and registry. Exploit described; no fix available. Mirabilis obviously does not consider security to be of any importance."
insmod.linux.txt,Linux insmod security vulnerabilities allow local attacker to potentially gain root compromise. Detailed descriptions of the various vulnerabilities and basic exploit description included.
ipfilter.3.2.10.txt,"Security vulnerability in IPFilter v3.2.10 and earlier versions allows local user to gain increased privileges and/or destroy arbitrary system files, due to improper handling of lockfiles by the ipfilter program. Download the new beta version, or apply patch included in advisory."
ipop3d.4.xx.bof.txt,Buffer overflow in CAC.Washington.EDU ipop3d 4.xx can be used by malicious local user to gain superuser access.
ipop3d.4.xx.lockfile..>,Lockfile vulnerability in CAC.Washington.EDU ipop3d 4.xx can be used to launch local Denial of Service attacks. Exploit code and recommended fix included.
irc.services.DoS.txt,Bug in Services for IRC Networks 4.2.2 allows any IRC user to launch a simple Denial of Service attack. Exploit description and software upgrade information included.
java.jvm.byte.code.v..>,"Security Hole in Java 2 (and JDK 1.1.x) allows an attacker to create a booby-trapped Web page, so that when a victim views the page, the attacker seizes control of the victim's machine and can do whatever he wants, including reading and deleting files, and snooping on any data and activities on the victim's machine. No ven"
